,0
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Fusicatenibacter_saccharivorans.1,0.015009563057782538
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Marinifilaceae_Odoribacter_splanchnicus.1,0.014683490202439678
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_massiliensis.3,0.013776501958298135
Bacteria_Actinobacteriota_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_NA.21,0.011797083175734104
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Agathobacter_NA.87,0.011604452001588968
Bacteria_Actinobacteriota_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_longum.2,0.009036730150180698
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae-ND3007-group_NA.9,0.008561024803989552
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Anaerostipes_hadrus.1,0.008499669289280656
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Barnesiellaceae_Barnesiella_NA.31,0.007789956510096573
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_uniformis.5,0.007583705146460724
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.374,0.007555482205732901
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_UCG-002_NA.2,0.007407146013709434
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_vulgatus.5,0.0072688118092243265
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Incertae-Sedis_NA.20,0.0070321534808463
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Barnesiellaceae_Barnesiella_NA.6,0.007019614671703435
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_eggerthii.2,0.006883568587887251
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnoclostridium_edouardi.1,0.006859064043541975
Bacteria_Actinobacteriota_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_NA.12,0.006766937630725521
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_CAG-352_NA.8,0.006620360756065886
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_UBA1819_NA.4,0.0065588852644869996
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_UCG-002_NA.64,0.006325826405271393
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Blautia_faecis.1,0.0063134568470439145
Bacteria_Firmicutes_Clostridia_Christensenellales_Christensenellaceae_Christensenellaceae-R-7-group_NA.119,0.006239680474891931
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Eubacterium-hallii-group_NA.9,0.006207099756817492
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Coprococcus_comes.1,0.00619810588732344
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospira_pectinoschiza.1,0.006155405656951477
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_UCG-002_NA.30,0.006106284542509922
